NAME,MSINI,A,PER,ECC,OM,T0,K,ORBREF,ORBURL,FIRSTREF,FIRSTURL
,mjupiter,au,day,,deg,jd,m/s,,,,
Kepler-283 b,,0.0968462,11.008151,,90,2454976.22626,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
rho CrB b,1.06409,0.225692,39.8449,0.057,303,2450563.2,64.9,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,Noyes 1997,http://adsabs.harvard.edu/abs/1997ApJ...483L.111N
Kepler-214 b,,0.122502,15.660544,,90,2454979.34895,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-700 b,,0.363536,80.8720639,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1549 b,,0.672832,214.886545,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-730 b,,0.0681049,6.49168426,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1515 b,,0.764923,214.3114164,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1424 b,,0.188549,29.6091744,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-314 b,,0.0356743,2.461069,,90,2454966.31441,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-188 c,,0.0645963,5.996553,,90,2455005.50314,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-731 b,,0.0485975,3.85560355,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1338 b,,0.018961,0.93511806,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-233 b,,0.0813349,8.472382,,90,2455007.16212,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1530 c,,0.0580264,5.3227406,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-118 b,,0.0751093,7.518496,,90,2454965.53666,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1440 b,,0.226831,39.859484,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1513 b,,0.576981,160.88465087,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-110 b,,0.106481,12.691112,,90,2454970.12296,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 11977 b,7.40012,2.063,711,0.4,351.5,2451420,105,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S,Setiawan 2005,http://adsabs.harvard.edu/abs/2005A%26A...437L..31S
Kepler-1192 b,,0.159985,25.2034787,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1382 b,,0.139726,16.3583055,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 73534 b,1.06828,3.0184,1770,0.074,12,2456450,16.2,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V,Valenti 2009,http://adsabs.harvard.edu/abs/2009ApJ...702..989V
Kepler-689 b,,0.150552,22.36656079,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1643 b,,0.058171,5.34264507,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-195 b,,0.0802786,8.307872,,90,2455004.1712,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-498 b,,0.0878909,9.61375356,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-50 c,,0.0932375,9.3761368,,,,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Batalha 2012,http://arxiv.org/abs/1202.5852
Kepler-863 b,,0.120507,15.59461874,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1464 b,,0.19765,31.7785901,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 164604 b,2.6885,1.30299,606.4,0.24,51,2452674,77,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A,Arriagada 2010,http://adsabs.harvard.edu/abs/2010ApJ...711.1229A
Kepler-1356 b,,0.0135188,0.63400294,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-359 b,,0.169831,25.563222,,90,2455208.28439,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
TRAPPIST-1 b,,0.0111033,1.510848,0,90,2457322.51765,,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G,Gillon 2016,http://adsabs.harvard.edu/abs/2016Natur.533..221G
Kepler-1201 b,,0.125745,15.18725932,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1594 b,,0.0388448,2.71603809,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-642 b,,0.0589428,4.41745855,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-359 d,,0.354508,77.095691,,90,2455035.67392,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-115 b,,0.0351175,2.403679,,90,2454967.72847,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
OGLE-05-071L b,,3.54863,3600,,,,,Dong 2009,http://adsabs.harvard.edu/abs/2009ApJ...695..970D,Udalski 2005,http://adsabs.harvard.edu/abs/2005ApJ...628L.109U
OGLE235-MOA53 b,,,,,,,,Bennett 2006,http://adsabs.harvard.edu/abs/2006ApJ...647L.171B,Bond 2004,http://adsabs.harvard.edu/abs/2004ApJ...606L.155B
HD 37124 c,0.648109,1.70993,885.5,0.125,53,2449534,15.4,Wright 2011,http://adsabs.harvard.edu/abs/2011ApJ...730...93W,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B
HD 217107 c,2.61546,5.33414,4270,0.517222,198.598,2451106.321,35.7,Wright 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1084W,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V
Kepler-1323 b,,0.0197027,0.92990668,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 74156 b,1.77342,0.291535,51.638,0.63,174,2450793.3,108,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,Naef 2004,http://adsabs.harvard.edu/abs/2004A%26A...414..351N
Kepler-928 b,,0.0439026,3.9324613,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-180 b,,0.11269,13.817124,,90,2454968.04028,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HD 103774 b,0.368054,0.070273,5.8881,0.09,318,2455675.4,34.3,Lo Curto 2013,http://arxiv.org/abs/1301.2741,Lo Curto 2013,http://arxiv.org/abs/1301.2741
Kepler-43 b,3.21573,0.0449294,3.024095,0,90,2454965.4159,375,Bonomo 2012,http://adsabs.harvard.edu/abs/2012A%26A...538A..96B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-76 b,1.96,0.0271768,1.545,0,,2440126.77,308,Faigler 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F,Faigler 2013,http://adsabs.harvard.edu/abs/2013ApJ...771...26F
Kepler-310 b,,0.113307,13.930698,,90,2454967.42673,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-222 c,,0.0913762,10.08881,,90,2455006.08263,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1154 c,,0.0877495,8.45808312,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-538 b,,0.363618,81.73780699,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
KELT-6 b,0.431127,0.0794132,7.8457,0.22,80,2456269.2,42.8,Collins 2014,http://adsabs.harvard.edu/abs/2014AJ....147...39C,Collins 2014,http://adsabs.harvard.edu/abs/2014AJ....147...39C
WASP-13 b,0.472376,0.0537034,4.3530135,0,90,2455575.5136,55.5,Chew 2013,http://adsabs.harvard.edu/abs/2013ApJ...768...79G,Skillen 2009,http://adsabs.harvard.edu/abs/2009A%26A...502..391S
Kepler-683 b,,0.035933,2.53918318,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-84 c,,0.107552,12.883,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-918 b,,0.0580906,4.85386933,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-569 b,,0.202661,34.18890521,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 13931 b,1.88123,5.14931,4218,0.02,290,2454494,23.3,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H,Howard 2010,http://adsabs.harvard.edu/abs/2010ApJ...721.1467H
Kepler-58 d,,0.229287,40.101371,,90,2454965.71799,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-18 b,0.197162,0.0559503,5.508023,0.084,120,2454715.411,27.1,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H
Kepler-672 b,,0.218893,38.3774623,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-357 b,,0.0679912,6.475434,,90,2454970.57941,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1518 b,,0.0670648,5.11177904,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-971 b,,0.084658,9.59070716,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-406 c,0.00857506,0.0555527,4.62332,0,90,,1,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
HD 155358 c,0.807031,1.00082,391.9,0.16,180,2455345.4,24.9,Robert 2012,http://adsabs.harvard.edu/abs/2012ApJ...749...39R,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C
WASP-43 b,1.7613,0.0142363,0.813475,0,90,2455528.86774,550.3,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H,Hellier 2011,http://adsabs.harvard.edu/abs/2011A%26A...535L...7H
Kepler-1570 b,,0.169395,26.548955,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-159 c,,0.242421,43.595792,,90,2455027.54523,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-39 b,18.1767,0.155007,21.0874,0.121,98.9,2454973.006,1251,Bouchy 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..83B,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-920 c,,0.407808,100.8274113,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
14 And b,4.68383,0.823151,185.84,0,0,2452861.4,100,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S
Kepler-1130 b,,0.0585387,5.45298175,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-520 b,,0.147232,19.67416124,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1191 b,,0.0584627,5.60014851,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1012 b,,0.0600079,5.50860439,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1145 b,,0.0453661,3.97076766,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-891 b,,0.283142,53.44945593,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-727 b,,0.0561729,5.15448442,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-215 b,,0.086925,9.360672,,90,2455004.96719,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-294 b,,0.0468277,3.701212,,90,2455013.27593,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-88 b,0.563202,0.0643804,4.954,0,90,2456477.20854,52.4,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D,Delrez 2014,http://adsabs.harvard.edu/abs/2014A%26A...563A.143D
Kepler-29 b,,0.0928723,10.3376,0,90,2454982.75,,Fabrycky 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..114F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-792 b,,0.10143,11.30119217,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-975 b,,0.0285538,1.97034246,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-24 b,,0.0800144,8.14561,0,90,2454973.5689,,Ford 2012,http://adsabs.harvard.edu/abs/2012ApJ...750..113F,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-542 b,,0.1064,13.14497566,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-306 b,,0.0544926,4.646186,,90,2455187.59058,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-656 b,,0.0217143,1.26025909,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-83 b,,0.0778725,9.77,,,,,Xie 2013,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X,Xie 2012,http://adsabs.harvard.edu/abs/2012arXiv1208.3312X
Kepler-770 b,,0.136148,18.92540274,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-489 b,,0.122418,17.27629612,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
81 Cet b,4.31096,2.28088,952.7,0.206,175,2452486,62.8,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S,Sato 2008,http://adsabs.harvard.edu/abs/2008PASJ...60.1317S
Kepler-1204 b,,0.384289,85.7350285,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1218 b,,0.161019,22.9221266,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1043 b,,0.217045,38.5053398,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1396 b,,0.1432,18.2206421,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
CoRoT-3 b,21.799,0.0573788,4.2568,0,90,2454283.1383,2194,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D,Deleuil 2008,http://adsabs.harvard.edu/abs/2008A%26A...491..889D
Kepler-377 b,,0.105463,12.509529,,90,2454970.00758,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-648 b,,0.133676,17.4211749,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-910 b,,0.0375152,2.36436901,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-126 d,,0.422434,100.283134,,90,2455078.04434,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1506 b,,0.11193,14.0329154,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-38 b,0.267451,0.0522992,4.640382,0.067,240,2455860.925,35.4,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S
Kepler-1602 b,,0.104553,11.17931605,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-18 d,,0.117171,14.85888,0.000521567,278.379,2455169.523,,Cochran 2011,http://adsabs.harvard.edu/abs/2011ApJS..197....7C,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B
Kepler-1077 b,,0.208178,34.3511874,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-380 b,,0.0487448,3.930821,,90,2454968.19896,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1580 b,,0.328211,56.6449279,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 32963 b,0.7,3.5161,2372,0.07,107,2450532,11.1,Rowan 2016,http://adsabs.harvard.edu/abs/2016ApJ...817..104R,Rowan 2016,http://adsabs.harvard.edu/abs/2016ApJ...817..104R
Kepler-132 d,,0.134468,18.010199,,90,2455012.42116,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-228 b,,0.0366865,2.566546,,90,2455012.5536,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
mu Ara e,0.543322,0.93961,310.54999,0.0666,189.6,2452708.7,14.91,Pepe 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P,Pepe 2007 ; Gozdiewski 2007,http://adsabs.harvard.edu/abs/2007A%26A...462..769P ; http://adsabs.harvard.edu/abs/2007ApJ...657..546G
Kepler-97 b,0.0106941,0.036125,2.58664,0,90,,1.65,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
WASP-96 b,0.478203,0.0453489,3.4252602,0,90,2456258.0621,62,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H,Hellier 2013,http://adsabs.harvard.edu/abs/2014MNRAS.440.1982H
Kepler-1229 b,,0.312498,86.828989,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-518 b,,0.0804858,8.51203588,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-139 b,,0.123078,15.771044,,90,2455017.90582,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-952 b,,0.503142,130.3546919,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-375 b,,0.103296,12.125934,,90,2454975.10445,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1285 b,,0.125346,14.7967458,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 136118 b,11.6809,2.33328,1187.3,0.338,319.9,2452999.5,210.7,Wittenmyer 2009,http://adsabs.harvard.edu/abs/2009ApJS..182...97W,Fischer 2002,http://adsabs.harvard.edu/abs/2002PASP..114..529F
Kepler-182 b,,0.0897811,9.825792,,90,2454964.42414,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1313 b,,0.0466196,3.83309118,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 6434 b,0.397195,0.142061,21.997999,0.17,156,2451490.8,34.2,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M
HD 5319 b,1.76545,1.6698,641,0.02,97,2456288,31.6,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R,Robinson 2007,http://adsabs.harvard.edu/abs/2007ApJ...670.1391R
Kepler-306 e,,0.247015,44.840975,,90,2455192.87387,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1519 b,,0.742026,240.7989397,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-253 b,,0.0475233,3.783986,,90,2454966.28036,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-259 b,,0.0790333,8.115317,,90,2455007.51955,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1586 b,,0.138326,15.6049212,0,90,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
